cab_type,pickup_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,pickup_coord,total_amount
1,2014-12-25 11:46:32.0000000,1,0.80000001,-73.982994,40.776745,POINT (-73.983 40.7767),6
1,2014-12-25 13:48:13.0000000,1,0.60000002,-73.969963,40.759899,POINT (-73.97 40.7599),6
1,2014-12-25 14:31:39.0000000,1,0.60000002,-73.991463,40.744923,POINT (-73.9915 40.7449),6
1,2014-12-26 06:49:55.0000000,1,0.89999998,-73.955437,40.772717,POINT (-73.9554 40.7727),6
1,2014-12-26 08:51:13.0000000,1,0.60000002,-73.979362,40.767147,POINT (-73.9794 40.7671),6
1,2014-12-25 16:57:22.0000000,1,0.69999999,-73.988098,40.718769,POINT (-73.9881 40.7188),6
1,2014-12-25 06:15:11.0000000,1,0.80000001,-73.969589,40.790371,POINT (-73.9696 40.7904),6
1,2014-12-25 18:36:54.0000000,1,0.80000001,-73.948593,40.782265,POINT (-73.9486 40.7823),6
1,2014-12-25 18:43:32.0000000,1,0.60000002,-73.956879,40.775089,POINT (-73.9569 40.7751),6
1,2014-12-26 09:30:43.0000000,1,0.5,-73.981178,40.780785,POINT (-73.9812 40.7808),6
1,2014-12-24 09:25:06.0000000,1,0.40000001,-73.949577,40.772713,POINT (-73.9496 40.7727),6
1,2014-12-25 14:55:53.0000000,1,0.80000001,-73.977226,40.742912,POINT (-73.9772 40.7429),6
1,2014-12-25 08:08:13.0000000,1,0.69999999,-73.955559,40.764336,POINT (-73.9556 40.7643),6
1,2014-12-25 08:29:48.0000000,1,0.69999999,-73.955582,40.779476,POINT (-73.9556 40.7795),6
1,2014-12-25 17:19:24.0000000,1,0.69999999,-73.97226,40.786453,POINT (-73.9723 40.7865),6
1,2014-12-25 14:51:51.0000000,1,0.60000002,-73.988937,40.730923,POINT (-73.9889 40.7309),6
1,2014-12-25 19:07:02.0000000,1,0.60000002,-73.967346,40.76915,POINT (-73.9673 40.7691),6
1,2014-12-25 13:39:31.0000000,1,0.40000001,-74.008102,40.722206,POINT (-74.0081 40.7222),6
1,2014-12-25 14:14:31.0000000,1,0.60000002,-73.983589,40.741184,POINT (-73.9836 40.7412),6
1,2014-12-25 12:29:14.0000000,1,0.30000001,-73.964447,40.755985,POINT (-73.9644 40.756),6
1,2014-12-24 08:50:42.0000000,1,0.69999999,-73.952255,40.773113,POINT (-73.9523 40.7731),6
1,2014-12-26 12:04:58.0000000,1,0.60000002,-73.981163,40.780609,POINT (-73.9812 40.7806),6
1,2014-12-25 09:43:24.0000000,1,1,-73.947571,40.790337,POINT (-73.9476 40.7903),6
1,2014-12-26 13:06:58.0000000,1,0.69999999,-73.96756,40.762356,POINT (-73.9676 40.7624),6
1,2014-12-26 06:53:01.0000000,1,0.69999999,-73.977455,40.752087,POINT (-73.9775 40.7521),6
1,2014-12-24 22:29:37.0000000,1,0.60000002,-73.980995,40.767727,POINT (-73.981 40.7677),6
1,2014-12-25 21:47:25.0000000,1,0.5,-73.949753,40.772682,POINT (-73.9498 40.7727),6
1,2014-12-24 22:16:58.0000000,1,0.30000001,-73.978561,40.746078,POINT (-73.9786 40.7461),6
1,2014-12-24 23:47:56.0000000,1,0.30000001,-73.987282,40.73587,POINT (-73.9873 40.7359),6
1,2014-12-25 21:05:48.0000000,1,0.60000002,-73.979858,40.744083,POINT (-73.9799 40.7441),6
1,2014-12-24 19:05:19.0000000,1,0.40000001,-73.963364,40.761852,POINT (-73.9634 40.7619),6
1,2014-12-25 03:06:33.0000000,1,0.5,-74.001274,40.739223,POINT (-74.0013 40.7392),6
1,2014-12-23 23:02:56.0000000,1,0.5,-73.971443,40.746799,POINT (-73.9714 40.7468),6
1,2014-12-23 22:20:59.0000000,1,0.30000001,-73.983467,40.761471,POINT (-73.9835 40.7615),6
1,2014-12-25 03:55:06.0000000,1,0.60000002,-74.004326,40.741768,POINT (-74.0043 40.7418),6
1,2014-12-25 22:07:35.0000000,1,0.60000002,-73.990883,40.734734,POINT (-73.9909 40.7347),6
1,2014-12-23 23:28:31.0000000,1,0.60000002,-73.979713,40.783913,POINT (-73.9797 40.7839),6
1,2014-12-25 20:39:46.0000000,1,0.5,-74.006088,40.734131,POINT (-74.0061 40.7341),6
1,2014-12-24 20:50:15.0000000,1,0.60000002,-73.978607,40.740814,POINT (-73.9786 40.7408),6
1,2014-12-23 23:59:57.0000000,1,0.5,-73.998917,40.74448,POINT (-73.9989 40.7445),6
1,2014-12-25 22:32:00.0000000,1,0.69999999,-73.961365,40.768642,POINT (-73.9614 40.7686),6
1,2014-12-23 20:26:09.0000000,1,0.5,-73.992233,40.724167,POINT (-73.9922 40.7242),6
1,2014-12-25 23:16:26.0000000,1,0.60000002,-74.007576,40.740894,POINT (-74.0076 40.7409),6
1,2014-12-26 16:02:39.0000000,1,0.40000001,-73.995079,40.739746,POINT (-73.9951 40.7397),6
1,2014-12-24 22:35:01.0000000,1,0.5,-73.956718,40.781021,POINT (-73.9567 40.781),6
1,2014-12-24 22:25:43.0000000,1,0.69999999,-73.990379,40.761509,POINT (-73.9904 40.7615),6
1,2014-12-25 20:00:54.0000000,1,0.60000002,-73.992363,40.750095,POINT (-73.9924 40.7501),6
1,2014-12-24 19:20:38.0000000,1,0.40000001,-73.992973,40.746807,POINT (-73.993 40.7468),6
1,2014-12-25 22:12:47.0000000,1,0.5,-73.967705,40.766041,POINT (-73.9677 40.766),6
1,2014-12-25 23:19:53.0000000,1,0.60000002,-73.961327,40.764938,POINT (-73.9613 40.7649),6
1,2014-12-25 20:38:51.0000000,1,0.40000001,-73.979889,40.743294,POINT (-73.9799 40.7433),6
1,2014-12-26 02:23:19.0000000,1,0.40000001,-73.985291,40.759396,POINT (-73.9853 40.7594),6
1,2014-12-25 22:45:34.0000000,1,0.5,-73.982101,40.773132,POINT (-73.9821 40.7731),6
1,2014-12-25 00:51:34.0000000,1,0.40000001,-73.992271,40.714966,POINT (-73.9923 40.715),6
1,2014-12-24 23:01:20.0000000,1,0.5,-73.979836,40.739075,POINT (-73.9798 40.7391),6
1,2014-12-23 20:27:42.0000000,1,0.30000001,-73.994301,40.743626,POINT (-73.9943 40.7436),6
1,2014-12-25 01:47:43.0000000,1,0.5,-73.983864,40.721638,POINT (-73.9839 40.7216),6
1,2014-12-26 01:01:33.0000000,1,0.40000001,-73.870979,40.733177,POINT (-73.871 40.7332),6
1,2014-12-25 03:19:08.0000000,1,0.5,-73.955215,40.764786,POINT (-73.9552 40.7648),6
1,2014-12-25 23:33:31.0000000,1,0.60000002,-73.986969,40.738876,POINT (-73.987 40.7389),6
1,2014-12-26 02:20:25.0000000,1,0.60000002,-73.961151,40.76907,POINT (-73.9612 40.7691),6
1,2014-12-25 01:22:15.0000000,1,0.60000002,-73.997711,40.725616,POINT (-73.9977 40.7256),6
1,2014-12-25 23:01:46.0000000,1,0.5,-73.964882,40.791718,POINT (-73.9649 40.7917),6
1,2014-12-25 21:41:17.0000000,1,0.1,-73.974213,40.756996,POINT (-73.9742 40.757),6
1,2014-12-24 23:53:14.0000000,1,0.5,-74.009789,40.721874,POINT (-74.0098 40.7219),6
1,2014-12-24 22:03:46.0000000,1,0.40000001,-73.978691,40.745117,POINT (-73.9787 40.7451),6
1,2014-12-25 03:58:02.0000000,1,0.69999999,-74.001282,40.746822,POINT (-74.0013 40.7468),6
1,2014-12-25 00:36:42.0000000,1,0.5,-73.96479,40.711346,POINT (-73.9648 40.7113),6
1,2014-12-26 05:32:37.0000000,1,0.30000001,-73.978668,40.729771,POINT (-73.9787 40.7298),6
1,2014-12-24 19:06:27.0000000,1,0.80000001,-73.983788,40.738155,POINT (-73.9838 40.7382),07.5
1,2014-12-24 17:54:31.0000000,1,3.4000001,-73.995041,40.718441,POINT (-73.995 40.7184),16.5
1,2014-12-24 17:41:58.0000000,1,0.69999999,-73.962151,40.763836,POINT (-73.9622 40.7638),08.5
1,2014-12-24 18:51:19.0000000,1,0.80000001,-73.988663,40.748753,POINT (-73.9887 40.7488),8
1,2014-12-24 19:34:49.0000000,1,01.2,-73.989197,40.736588,POINT (-73.9892 40.7366),08.5
1,2014-12-24 16:52:09.0000000,1,01.3,-73.978371,40.751766,POINT (-73.9784 40.7518),10
1,2014-12-24 16:59:05.0000000,1,2.9000001,-73.998833,40.734142,POINT (-73.9988 40.7341),15
1,2014-12-24 16:57:06.0000000,1,0.80000001,-73.979591,40.73518,POINT (-73.9796 40.7352),07.5
1,2014-12-24 16:43:32.0000000,1,01.4,-73.961349,40.760338,POINT (-73.9613 40.7603),08.5
1,2014-12-24 19:16:56.0000000,1,02.8,-73.976624,40.765305,POINT (-73.9766 40.7653),14
1,2014-12-24 18:09:34.0000000,1,01.5,-74.008163,40.738724,POINT (-74.0082 40.7387),11
1,2014-12-24 18:31:43.0000000,1,01.7,-73.962654,40.75835,POINT (-73.9627 40.7584),10.5
1,2014-12-24 16:49:52.0000000,1,01.5,-73.964088,40.761337,POINT (-73.9641 40.7613),11
1,2014-12-24 16:45:05.0000000,1,01.5,-74.000717,40.717415,POINT (-74.0007 40.7174),12.5
1,2014-12-24 18:34:50.0000000,1,0.40000001,-74.000687,40.720779,POINT (-74.0007 40.7208),06.5
1,2014-12-24 16:48:09.0000000,1,0.69999999,-73.966797,40.794075,POINT (-73.9668 40.7941),07.5
1,2014-12-24 19:10:14.0000000,1,0.60000002,-73.998924,40.744534,POINT (-73.9989 40.7445),7
1,2014-12-24 17:32:16.0000000,1,02.3,-74.004379,40.74778,POINT (-74.0044 40.7478),12.5
1,2014-12-24 17:19:47.0000000,1,01.3,-73.963211,40.769218,POINT (-73.9632 40.7692),13
1,2014-12-24 19:34:15.0000000,1,1,-74.003944,40.753017,POINT (-74.0039 40.753),08.5
1,2014-12-24 19:16:22.0000000,1,04.5,-73.924149,40.763451,POINT (-73.9241 40.7635),18
1,2014-12-24 19:26:23.0000000,1,0.69999999,-73.970619,40.761887,POINT (-73.9706 40.7619),8
1,2014-12-24 18:19:36.0000000,1,01.6,-73.979126,40.75927,POINT (-73.9791 40.7593),11
1,2014-12-26 16:08:15.0000000,1,01.2,-73.977058,40.774849,POINT (-73.9771 40.7748),10
1,2014-12-24 17:37:15.0000000,1,0.69999999,-73.979797,40.786205,POINT (-73.9798 40.7862),07.5
1,2014-12-24 19:44:11.0000000,1,01.6,-73.988068,40.779305,POINT (-73.9881 40.7793),10.5
1,2014-12-24 17:30:19.0000000,1,01.9,-73.953323,40.771416,POINT (-73.9533 40.7714),12.5
1,2014-12-24 17:21:59.0000000,1,01.8,-73.969154,40.76693,POINT (-73.9692 40.7669),09.5
1,2014-12-24 18:26:11.0000000,1,0.89999998,-73.945946,40.780308,POINT (-73.9459 40.7803),07.5
1,2014-12-24 19:26:43.0000000,1,01.3,-74.006744,40.744034,POINT (-74.0067 40.744),9
1,2014-12-24 18:05:29.0000000,1,4.9000001,-73.982971,40.696079,POINT (-73.983 40.6961),20
1,2014-12-24 19:42:06.0000000,1,0.5,-73.98127,40.759064,POINT (-73.9813 40.7591),07.5
1,2014-12-24 18:29:40.0000000,1,01.4,-73.987305,40.750484,POINT (-73.9873 40.7505),9
1,2014-12-24 19:53:01.0000000,1,0.89999998,-73.993423,40.733299,POINT (-73.9934 40.7333),08.5
1,2014-12-24 19:14:23.0000000,1,0.89999998,-73.967094,40.766777,POINT (-73.9671 40.7668),08.5
1,2014-12-24 19:37:54.0000000,1,03.3,-74.01564,40.704758,POINT (-74.0156 40.7048),18.5
1,2014-12-24 17:39:15.0000000,1,3.9000001,-73.952988,40.786179,POINT (-73.953 40.7862),19.5
1,2014-12-24 18:00:09.0000000,1,0.60000002,-73.99025,40.731834,POINT (-73.9902 40.7318),7
1,2014-12-24 17:50:06.0000000,1,0.89999998,-73.989151,40.748402,POINT (-73.9892 40.7484),09.5
1,2014-12-24 17:39:12.0000000,1,0.69999999,-73.988739,40.773956,POINT (-73.9887 40.774),7
1,2014-12-24 17:38:09.0000000,1,0.60000002,-73.994835,40.740086,POINT (-73.9948 40.7401),7
1,2014-12-26 16:03:03.0000000,1,2.0999999,-73.978317,40.762489,POINT (-73.9783 40.7625),13
1,2014-12-24 19:14:48.0000000,1,0.80000001,-73.979706,40.754242,POINT (-73.9797 40.7542),08.5
1,2014-12-26 16:31:47.0000000,1,0.89999998,-73.987885,40.743893,POINT (-73.9879 40.7439),8
1,2014-12-24 19:06:51.0000000,1,01.2,-73.986145,40.734615,POINT (-73.9861 40.7346),09.5
1,2014-12-24 17:10:32.0000000,1,01.4,-73.977028,40.759056,POINT (-73.977 40.7591),10
1,2014-12-24 17:56:49.0000000,1,01.7,-73.943176,40.77729,POINT (-73.9432 40.7773),11.5
1,2014-12-24 18:25:12.0000000,1,0.60000002,-73.999542,40.792812,POINT (-73.9995 40.7928),06.5
1,2014-12-24 17:19:30.0000000,1,01.3,-74.004364,40.742081,POINT (-74.0044 40.7421),10
1,2014-12-26 16:14:38.0000000,1,3.0999999,-73.976372,40.757069,POINT (-73.9764 40.7571),14
1,2014-12-24 18:57:07.0000000,1,02.8,-73.990868,40.751282,POINT (-73.9909 40.7513),14.5
1,2014-12-24 19:53:57.0000000,1,01.7,-73.977203,40.733952,POINT (-73.9772 40.734),11.5
1,2014-12-24 17:15:57.0000000,1,3,-74.000427,40.727325,POINT (-74.0004 40.7273),16.5
1,2014-12-24 18:55:19.0000000,1,01.4,-73.982613,40.739418,POINT (-73.9826 40.7394),10.5
1,2014-12-24 17:40:54.0000000,1,0.69999999,-73.986542,40.744453,POINT (-73.9865 40.7445),8
1,2014-12-23 19:48:11.0000000,1,2,-73.97657,40.790783,POINT (-73.9766 40.7908),12.5
1,2014-12-24 17:15:14.0000000,1,01.3,-73.979301,40.784859,POINT (-73.9793 40.7849),10
1,2014-12-24 17:08:17.0000000,1,01.2,-73.952599,40.778118,POINT (-73.9526 40.7781),08.5
1,2014-12-24 17:01:12.0000000,1,02.8,-73.955368,40.773235,POINT (-73.9554 40.7732),13.5
1,2014-12-24 19:15:41.0000000,1,01.8,-73.98629,40.762016,POINT (-73.9863 40.762),11
1,2014-12-24 19:39:33.0000000,1,01.1,-73.998634,40.723679,POINT (-73.9986 40.7237),08.5
1,2014-12-24 17:42:39.0000000,1,6.9000001,-73.954575,40.778072,POINT (-73.9546 40.7781),30.5
1,2014-12-24 18:23:15.0000000,1,01.6,-73.961159,40.760536,POINT (-73.9612 40.7605),10
1,2014-12-24 18:03:38.0000000,1,3.4000001,-73.979332,40.784729,POINT (-73.9793 40.7847),14.5
1,2014-12-24 18:48:25.0000000,1,0.89999998,-73.986229,40.760494,POINT (-73.9862 40.7605),9
1,2014-12-24 16:45:40.0000000,1,0.89999998,-73.997047,40.752514,POINT (-73.997 40.7525),07.5
1,2014-12-24 16:43:26.0000000,1,0.89999998,-73.987968,40.732376,POINT (-73.988 40.7324),9
1,2014-12-24 17:31:51.0000000,1,01.1,-73.969048,40.770058,POINT (-73.969 40.7701),09.5
1,2014-12-24 17:39:24.0000000,1,0.40000001,-73.985573,40.741344,POINT (-73.9856 40.7413),7
1,2014-12-24 16:48:28.0000000,1,0.5,-73.965912,40.762405,POINT (-73.9659 40.7624),06.5
1,2014-12-24 17:28:40.0000000,1,01.1,-73.970222,40.784092,POINT (-73.9702 40.7841),08.5
1,2014-12-24 16:47:47.0000000,1,1,-73.976318,40.757462,POINT (-73.9763 40.7575),9
1,2014-12-24 18:57:04.0000000,1,02.2,-73.981018,40.75341,POINT (-73.981 40.7534),12
1,2014-12-24 17:28:55.0000000,1,0.89999998,-73.985847,40.74831,POINT (-73.9858 40.7483),08.5
1,2014-12-24 15:58:52.0000000,1,0.60000002,-73.982124,40.739803,POINT (-73.9821 40.7398),8
1,2014-12-24 17:16:27.0000000,1,0.80000001,-73.995132,40.740067,POINT (-73.9951 40.7401),7
1,2014-12-24 18:04:26.0000000,1,1,-73.981667,40.780411,POINT (-73.9817 40.7804),8
1,2014-12-24 18:58:32.0000000,1,2.0999999,-73.966537,40.764469,POINT (-73.9665 40.7645),13
1,2014-12-25 03:51:18.0000000,1,4.6999998,-74.004227,40.742294,POINT (-74.0042 40.7423),17
1,2014-12-25 21:41:46.0000000,1,1,-73.954147,40.778912,POINT (-73.9541 40.7789),7
1,2014-12-24 21:06:39.0000000,1,1,-73.997719,40.721649,POINT (-73.9977 40.7216),08.5
1,2014-12-24 23:28:55.0000000,1,01.3,-73.985626,40.746979,POINT (-73.9856 40.747),8
1,2014-12-25 04:45:56.0000000,1,01.2,-74.001556,40.730858,POINT (-74.0016 40.7309),08.5
1,2014-12-25 23:08:39.0000000,1,4.6999998,-73.9683,40.755608,POINT (-73.9683 40.7556),21
1,2014-12-26 00:48:16.0000000,1,2.0999999,-73.989883,40.735229,POINT (-73.9899 40.7352),10.5
1,2014-12-25 20:05:27.0000000,1,01.2,-73.990524,40.752117,POINT (-73.9905 40.7521),10
1,2014-12-24 22:36:59.0000000,1,01.5,-73.988045,40.732025,POINT (-73.988 40.732),10.5
1,2014-12-24 23:23:03.0000000,1,01.3,-73.981209,40.781906,POINT (-73.9812 40.7819),08.5
1,2014-12-25 20:17:03.0000000,1,01.2,-73.990608,40.750088,POINT (-73.9906 40.7501),9
1,2014-12-25 20:10:43.0000000,1,0.89999998,-73.978806,40.772598,POINT (-73.9788 40.7726),07.5
1,2014-12-24 20:15:21.0000000,1,0.89999998,-73.974632,40.756992,POINT (-73.9746 40.757),07.5
1,2014-12-24 21:31:00.0000000,1,0.69999999,-73.981773,40.740849,POINT (-73.9818 40.7408),06.5
